Original_Filename,Matching_Filename_OR_SC,Alternate_Method,Method_Argument,Similarity_to_Fort
school\schr_r1d.bmp, schr_r1d.png, , ,99.8046875
school\toi_1a.bmp, toi_1a.png, , ,99.8046875
secrethouse\fence_1a.bmp, fence_1a.png, , ,99.609375
secrethouse\se_o1a.bmp, se_o1a.png, , ,99.70703125
secrethouse\se1f_s1a.bmp, se1f_s1an.png, , ,99.8046875
secrethouse\se1f_s1an.bmp, se1f_s1an.png, , ,99.8046875
secrethouse\se1f_s1ar.bmp, se1f_s1an.png, , ,99.8046875
secrethouse\se1f_s1b.bmp, se1f_s1an.png, , ,99.8046875
secrethouse\se1f_s1bn.bmp, se1f_s1an.png, , ,99.8046875
secrethouse\se1f_s1br.bmp, se1f_s1an.png, , ,99.8046875
secrethouse\se1f_s1c.bmp, mhal_2d.png, , ,99.609375
secrethouse\se1f_s1cn.bmp, mhal_2dr.png, , ,100
secrethouse\se1f_s1cr.bmp, mhal_2dr.png, , ,100
secrethouse\sehal_1a.bmp, sehal_1a.png, , ,99.4140625
secrethouse\sehal_1b.bmp, sehal_1a.png, , ,99.4140625
ship\sea_1a.bmp, sea_1af.png, , ,99.609375
ship\sea_1b.bmp, sea_1bf.png, , ,99.609375
ship\sea_1c.bmp, sea_1cf.png, , ,99.8046875
ship\sea_1d.bmp, sea_1cf.png, , ,99.8046875
ship\sea_2a.bmp, sea2an.png, , ,99.8046875
ship\sea_2b.bmp, sea2bn.png, , ,99.609375
ship\sea_2c.bmp, sea2bn.png, , ,99.609375
ship\sea_3a.bmp, sea_3af.png, , ,100
ship\sea_3b.bmp, sea_3bf.png, , ,100
ship\ship_p1a.bmp, ship_p1a.png, , ,99.4140625
ship\ship_p1b.bmp, ship_p1a.png, , ,99.4140625
ship\ship_p1c.bmp, ship_p1c.png, , ,100
ship\ship_s1a.bmp, ship_s1af.png, , ,99.8046875
ship\ship_s1b.bmp, ship_s1bf.png, , ,100
ship\ship_s1c.bmp, ship_s1af.png, , ,99.8046875
ship\ship_s2a.bmp, ship_s2a.png, , ,99.609375
ship\ship_s2b.bmp, ship_s2b.png, , ,99.8046875
ship\ship_s2c.bmp, ship_s2a.png, , ,99.609375
ship\ship_s3a.bmp, ship_s3a.png, , ,99.609375
ship\ship_s3b.bmp, ship_s3a.png, , ,99.609375
ship\ship_s3c.bmp, ship_s3a.png, , ,99.609375
ship\shr_1a.bmp, shr_1an.png, , ,99.609375
subway\pri_efe.bmp, Special Case, left_image_right_masked_image, pri_i1a_sak.png,0
subway\pri_i1a.bmp, pri_i1a.png, , ,100
subway\pri_i1b.bmp, pri_i1b.png, , ,99.8046875
subway\pri_i1c.bmp, pri_i1c.png, , ,100
subway\pri_o1a.bmp, pri_i1ac.png, , ,99.8046875
subway\sub_d1a.bmp, sub_d1a.png, , ,99.609375
subway\sub_p1a.bmp, sub_p1a.png, , ,99.0234375
subway\sub_p1b.bmp, sub_p1b.png, , ,99.4140625
subway\sub_p1c.bmp, sub_p1b.png, , ,99.4140625
subway\sub_r1a.bmp, sub_r1a.png, , ,100
subway\sub_r1ap.bmp, sub_r1ap.png, , ,99.8046875
subway\sub_r1b.bmp, sub_r1b.png, , ,99.8046875
subway\sub_r1bp.bmp, sub_r1bp.png, , ,99.8046875
subway\sub_r1c.bmp, sub_r1b.png, , ,99.8046875
subway\sub_r1cp.bmp, sub_r1bp.png, , ,99.8046875
subway\sub_sta1a.bmp, sub_sta1a.png, , ,99.8046875
